X,Y,OBJECTID,PLA_ID,PLA_REG_NUM,PLA_NAME,FAC_L_ADDR_1,FAC_L_CITY,FAC_L_STATE,FAC_L_ZIP5,PLA_NAC_CODE_PRIMARY,PLA_PRINCIPAL_PRODUCT,PLA_ICIS_ID,PLA_DESC,PCL_STATE_DESC,AIR_OP_STATUS,PCL_FED_DESC,Data_Disclaimer
-8560624.6893,4474906.1551,1529,34053,50701,Branscome Operating LLC - Layfield Pit,21701 John Tyler Hwy,Charles City,VA,23030,327320,Concrete,VA0000005103600016,concrete manufacturer,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8662349.0211,4513093.2908,1530,38227,51959,Flat Rock Ready Mix Concrete Plant,2430 Batterson Rd,Powhatan,VA,23139,327320,Concrete mix,VA0000005114500013,Port Concrete Batch Plt,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8797473.6039,4521427.1522,1531,42577,21560,Hermle North America,340 Industrial Park Dr,Amherst,VA,24521,337122,wood cased clocks,VA0000005100900038,clock manufacturing,80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9020496.6377,4430941.8475,1532,41073,11588,W-L Construction & Paving Inc - Wytheville,2035 Chapman Rd,Wytheville,VA,24382,324121,Concrete Asphalt,VA0000005119700104,Asphalt Plant,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8527903.8559,4401700.1016,1533,31849,60961,Amadas Industries - Holland Road,1100 Holland Rd,Suffolk,VA,23434,333111,metal parts/agric. equip,VA0000005180000088,spray booth/ng blr,80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8493060.6602,4409687.8464,1534,42153,61612,Kinder Morgan - Money Point Terminal,3900 Shannon St,Chesapeake,VA,23324,488320,storage/transfer facility,VA0000005155000254,storage/transfer facility,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8612566.1411,4510735.6592,1535,42088,52358,Blue Phoenix Inashco Richmond Inc - Portable 52358,2001 Charles City Rd,Henrico,VA,23231,423320,Portable Screening,VA0000005108752358,Powerscreen Horizon 6233-12500091,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8553405.3977,4511304.1837,1536,42208,52370,CARUSO Incorporated,18000 Eltham Rd,West Point,VA,23181,321999,Veneer Logs,VA0000005112700009,Fumigation,80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8493336.9552,4410956.8682,1537,32156,60345,Enviva Chesapeake,1000 Enviva Way,Chesapeake,VA,23323,488320,cement storage & transfer,VA0000005155000053,wood/aggregate storage,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8489074.9771,4407980.0698,1538,42432,61640,Macsons Inc - Portable 61640,1215 St Julian Ave,Norfolk,VA,23501,423320,screened products,VA0000005171061640,portable screener,True Minor,Temporarily Shutdown,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8683258.6931,4745570.9454,1539,30334,81069,"Enders & Shirley Funeral Home and Crematory, Inc.",1050 West Main St,Berryville,VA,22611,812210,funeral,VA0000005104300012,crematory retort,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8592402.619,4510002.5592,1540,39726,52110,Essex Concrete Corporation - Quinton,2315 Pocahontas Trail,Quinton,VA,23141,327320,Concrete,VA0000005112700005,Concrete Plant,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8602907.7281,4702525.6677,1541,40721,73581,Popes Auto Body and Paint,3163 Draper Dr,Fairfax,VA,22031,811121,Auto Body,VA0000005160000863,,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8625923.1441,4521943.8557,1542,39731,52111,Bon Secours Mercy Health,2521 Brittons Hill Rd,Richmond,VA,23230,622110,sterilized medical equipt,VA0000005108700562,EO sterilizers,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8651313.2576,4597544.8857,1543,38839,41016,Spotsylvania County Livingston Sanitary Landfill,6241 Massey Rd,Spotsylvania,VA,22551,562212,solid waste landfill,VA0000005117700107,landfill,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8627343.5808,4686466.4989,1544,30922,70261,Lockheed Martin Manassas,9500 Godwin Dr,Manassas,VA,20110,334511,elect comp,VA0000005115300021,electronic components,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8624499.7018,4732123.9899,1545,33008,72307,Inova Loudoun Hospital,44045 Riverside Pkwy,Leesburg,VA,20176,622110,health care,VA0000005110700130,hospital,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8634807.998,4738832.1029,1546,36020,70001,INOVA Loudoun Medical Campus - Leesburg,224A Cornwall St NW,Leesburg,VA,20176,622110,Hospital Care,VA0000005110700007,boilers/generators,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9120020.9379,4460588.7477,1547,40218,11531,The Wells Group LLC,1201 Iron St,Richlands,VA,24641,327320,Ready Mix Concrete,VA0000005118511531,Concrete Ready Mix,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9163419.7319,4443860.9539,1548,40223,11532,Range Resources - Pine Mtn - Wakenva Station,From Rt 63 at Nora off  Route 655 on Access road,Nora,VA,24272,211120,Compressor Station,VA0000005105100061,Natural Gas,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8576260.291,4695659.0657,1549,40367,73471,Foreign Car Service,501 Bashford Ln,Alexandria,VA,22314,811121,,VA0000005151000376,Autobody Repair Facility,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8608707.2509,4591204.6687,1550,35779,40306,Fort Walker,19952 N Range Rd,Bowling Green,VA,22427,928110,military training,VA0000005103300017,national security,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8619836.417,4705385.7855,1551,41096,73672,Fairfax Collision Center,4211 Henninger Ct,Chantilly,VA,22021,811121,Auto Body Repair,VA0000005105900987,Auto Body Shop,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9215717.6287,4426792.1197,1552,42123,11688,Clark Welding Service,369 Callahan Ave,Appalachia,VA,24216,332312,portable fuel tanks,VA0000005119500233,"Painting, Welding",Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8905261.3725,4467444.182,1553,37798,21375,Rockydale Quarries - Scalping Plant,5925 Starkey Rd SW,Roanoke,VA,24018,212312,sized aggregate,VA0000005116121375,portable scalping plant,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8894904.0958,4481011.8404,1554,39297,21431,Renaissance Contract Lighting & Furnishings,2807 Mary Linda Avenue NE,Roanoke,VA,24012,337126,home furnish accessories,VA0000005177000266,metal furniture coating,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8883671.6252,4492201.4749,1555,30382,80039,Adams Construction Co - Blue Ridge Asphalt Plant,110 Healing Springs Rd,Blue Ridge,VA,24064,324121,asphalt,VA0000005102380039,paving mixtures,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8706573.4473,4403086.2009,1556,42364,21549,Adams Construction Mecklenburg Asphalt Plant,1395 Skyline Rd,South Hill,VA,25973,324121,asphalt concrete,VA0000005111700073,asphalt concrete plant,Synthetic Minor,Temporarily Shutdown,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8628807.8774,4683239.5221,1557,40888,73642,City of Manassas - Gateway Generation,10453 Wakeman Drive,Manassas,VA,20110,221112,Peaking/Emergency Power,VA0000005168300155,Electric Plant,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8875976.1088,4493099.4918,1558,34276,30631,TransMontaigne Montvale Terminal,1147 Oil Terminal Rd,Montvale,VA,24122,424710,petroleum terminal,VA0000005101900039,petroleum terminal,80% Synthetic Minor,Temporarily Shutdown,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8621706.8071,4620027.8678,1559,41566,41080,Fredericksburg Wastewater Treatment Facility,700 Beulah Salisbury Rd,Fredericksburg,VA,22401,221320,Gensets ELRP PJMs,VA0000005163000103,Wastewater Treatment,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8621446.0968,4708770.1493,1560,33334,72351,"Granules Pharmaceuticals, Inc.",3701 Concorde Pkwy,Chantilly,VA,20151,325412,drug microspheres,VA0000005105900751,drug coating,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8605286.069,4697618.3558,1561,33155,70691,George Mason University - Fairfax Campus,4400 University Dr,Fairfax,VA,22030,611310,education,VA0000005105900277,college-university,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9152473.2411,4419504.221,1562,38465,11415,Bizzack Construction LLC - Russell County Quarry,7524 North Hwy 71,Castlewood,VA,24224,212312,crushed stone,VA0000005116711415,Portable rock proc. plant,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9152485.8202,4417163.8955,1563,39946,11507,Appalachian Aggregates LLC - Dickensonville Plant,25503 US Hwy 58,Castlewood,VA,24224,212312,Crushing Limestone Rock,VA0000005116711507,Crushing Limestone,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9019592.1668,4430794.9083,1564,31282,10396,Salem Stone - Wythe Stone,2377 Atkins Mill Rd,Wytheville,VA,24382,212319,crushed stone,VA0000005119700016,crushed stone products,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8896043.6334,4542087.9233,1565,36037,21361,Boxley Materials - Rich Patch,7612 Rich Patch Rd,Low Moor,VA,24457,212312,crushed stone,VA0000005100500046,quarry,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8812037.0736,4490566.2016,1566,37923,21550,Maysteel Porters LLC,3726 Cohen Pl,Lynchburg,VA,24506,332999,sheet metal fab/assembly,VA0000005168000212,metal fab. & coating,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8699735.091,4750450.98,1567,42234,81665,Masonite Corporation - Winchester,209 Brooke Road,Winchester,VA,22603,423310,doors,VA0000005106900149,paint booth,80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8705786.0308,4755398.5089,1568,42903,81696,Frederick County Customs LLC,441 Marple Road,Winchester,VA,22603,811121,custom painting,VA0000005106900153,paint booth,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8700073.5022,4751134.7754,1569,30226,80753,Shockey Precast - Winchester Facility,219 Stine Ln,Winchester,VA,22603,327320,concrete,VA0000005106900057,precast concrete facility,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8800213.5105,4600288.7177,1570,31167,81004,Chaney Materials LLC - Staunton,510 Statler Blvd,Staunton,VA,24401,327320,concrete,VA0000005101500091,ready mix concrete,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8735178.7376,4673647.7508,1571,42842,81694,Valley Health - Page Memorial Hospital - 2,200 Memorial Drive,Luray,VA,22835,622110,Hospital,VA0000005113900050,Health Care,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
