OBJECTID,WA_WELEV,WA_SOURCE,WA_UPD_DATE,WA_TYPE,Shape_Length,Shape_Area,WA_LOUD_ID,agstype
1526,1361.8,3,2022/02/21 05:00:00+00,4,95.2694840473188,708.234844530224,0,4
1527,667.3,3,2022/02/21 05:00:00+00,4,253.222161620632,4712.23313752476,0,4
1528,649.1,3,2022/02/21 05:00:00+00,4,738.931556075234,28698.7113742916,0,4
1529,716.9,3,2022/02/21 05:00:00+00,4,466.769474554875,13513.9971139605,0,4
1530,789.1,3,2022/02/21 05:00:00+00,4,316.12303225008,6906.41218458351,0,4
1531,823.9,3,2022/02/21 05:00:00+00,4,428.226517462335,13586.228093073,0,4
1532,1407.6,3,2022/02/21 05:00:00+00,4,366.344193873423,6674.52350398691,0,4
1533,731.1,3,2022/02/21 05:00:00+00,4,93.8319726054543,508.689650099959,0,4
1534,461.8,3,2022/02/21 05:00:00+00,4,239.621856752459,3916.92387768979,0,4
1535,771.7,3,2022/02/21 05:00:00+00,4,717.862732958959,36248.767847157,0,4
1536,475.3,3,2022/02/21 05:00:00+00,4,268.214935973359,3412.42559021337,0,4
1537,444.3,3,2022/02/21 05:00:00+00,4,632.356180279911,24865.1708800333,0,4
1538,420.3,3,2022/02/21 05:00:00+00,4,143.424712998267,1604.91627354009,0,4
1539,469.8,3,2022/02/21 05:00:00+00,4,241.128993784434,2656.19803903399,0,4
1540,778.7,3,2022/02/21 05:00:00+00,4,453.788601594693,12223.6603169131,0,4
1541,712.9,3,2022/02/21 05:00:00+00,4,889.53477009617,39243.2557881011,0,4
1542,627.7,3,2022/02/21 05:00:00+00,4,1251.13657435686,89344.956861742,0,4
1543,636.3,3,2022/02/21 05:00:00+00,4,395.164275058605,9655.1549040749,0,4
1544,664.7,3,2022/02/21 05:00:00+00,4,468.672614253754,12770.5369751177,0,4
1545,681.7,3,2022/02/21 05:00:00+00,4,429.083796210356,11587.5494181147,0,4
1546,648.6,3,2022/02/21 05:00:00+00,4,415.814560316197,11250.4329987045,0,4
1547,630.2,3,2022/02/21 05:00:00+00,4,656.721840559033,16884.9293027672,0,4
1548,633.1,3,2022/02/21 05:00:00+00,4,189.047896835437,1962.40922759254,0,4
1549,609.5,3,2022/02/21 05:00:00+00,4,436.463612525795,4874.64669600678,0,4
1550,508.9,3,2022/02/21 05:00:00+00,4,841.304360374235,39280.0681063412,0,4
1551,460.1,3,2022/02/21 05:00:00+00,4,791.235846821691,44675.9484985271,0,4
1552,492.1,3,2022/02/21 05:00:00+00,4,163.558897016541,2038.17824140511,0,4
1553,457.1,3,2022/02/21 05:00:00+00,4,851.913045971378,31229.9635257124,0,4
1554,451.1,3,2022/02/21 05:00:00+00,4,196.112875556841,2556.92709600429,0,4
1555,477.1,3,2022/02/21 05:00:00+00,4,410.339018711622,9389.94587085523,0,4
1556,501.2,3,2022/02/21 05:00:00+00,4,529.735296557138,19107.3439811398,0,4
1557,519.1,3,2022/02/21 05:00:00+00,4,909.833248613745,56551.1111319755,0,4
1558,442.4,3,2022/02/21 05:00:00+00,4,445.242410797444,4636.13847244828,0,4
1559,487.4,3,2022/02/21 05:00:00+00,4,319.441739474847,5544.90101241439,0,4
1560,471.1,3,2022/02/21 05:00:00+00,4,860.848995344033,43789.148661011,0,4
1561,493.1,3,2022/02/21 05:00:00+00,4,503.662590962645,15298.7809294545,0,4
1562,501.9,3,2022/02/21 05:00:00+00,4,299.680718792966,5783.16021007415,0,4
1563,524.7,3,2022/02/21 05:00:00+00,4,585.047657187396,22215.4385347771,0,4
1564,522.1,3,2022/02/21 05:00:00+00,4,541.754683999869,16498.4773150852,0,4
1565,490.5,3,2022/02/21 05:00:00+00,4,214.764081172506,1559.83714432394,0,4
1566,494.3,3,2022/02/21 05:00:00+00,4,274.766558179066,5036.43956920794,0,4
1567,459.2,3,2022/02/21 05:00:00+00,4,67.0895352022064,317.964573598315,0,4
1568,459.2,3,2022/02/21 05:00:00+00,4,485.375224734863,14656.2103513008,0,4
1569,474.8,3,2022/02/21 05:00:00+00,4,61.3042675425215,215.184973593441,0,4
1570,501.1,3,2022/02/21 05:00:00+00,4,228.005429943079,3753.64252627162,0,4
1571,455.4,3,2022/02/21 05:00:00+00,4,698.066229765388,19529.885804221,0,4
1572,456.8,3,2022/02/21 05:00:00+00,4,1334.83439959195,100558.690667557,0,4
1573,504.4,3,2022/02/21 05:00:00+00,4,326.654162201724,6958.39308933839,0,4
1574,475.5,3,2022/02/21 05:00:00+00,4,263.312422797238,4474.65244864503,0,4
1575,463.8,3,2022/02/21 05:00:00+00,4,248.84850824114,4382.41037217588,0,4
1576,673.4,3,2022/02/21 05:00:00+00,4,196.798779930997,2673.7174942888,0,4
1577,595.5,3,2022/02/21 05:00:00+00,4,725.62492386819,36237.0545636051,0,4
1578,711.8,3,2022/02/21 05:00:00+00,4,225.271874997563,3706.3992682261,0,4
1579,747.7,3,2022/02/21 05:00:00+00,4,218.638550796251,3545.50346640724,4379,4
1580,549.7,3,2022/02/21 05:00:00+00,4,534.438724880765,18541.3158079141,0,4
1581,531.9,3,2022/02/21 05:00:00+00,4,423.53777825494,10608.0622109761,0,4
1582,551.3,3,2022/02/21 05:00:00+00,4,587.258177212632,21969.1122520937,0,4
1583,527.6,3,2022/02/21 05:00:00+00,4,978.608355519107,61501.8573435451,0,4
1584,620.2,3,2022/02/21 05:00:00+00,4,261.56214708678,3540.92386783695,0,4
1585,620.2,3,2022/02/21 05:00:00+00,4,751.895626260747,33027.4434234421,0,4
1586,580.1,3,2022/02/21 05:00:00+00,4,663.26433052655,14612.2844121456,0,4
1587,583.9,3,2022/02/21 05:00:00+00,4,318.254154891395,7800.44659585498,0,4
1588,639.9,3,2022/02/21 05:00:00+00,4,121.614782599655,1151.55379993517,0,4
1589,639.4,3,2022/02/21 05:00:00+00,4,110.809760317637,945.9712000597,4457,4
1590,669.9,3,2022/02/21 05:00:00+00,4,711.073062132253,31952.0409620543,0,4
1591,638.4,3,2022/02/21 05:00:00+00,4,91.3336322732449,644.013844420994,0,4
1592,558.2,3,2022/02/21 05:00:00+00,4,154.985178839054,1338.41977646634,0,4
1593,602.3,3,2022/02/21 05:00:00+00,4,840.324583764823,46599.7315287986,0,4
1594,575.8,3,2022/02/21 05:00:00+00,4,439.83730428214,4116.20655901696,4330,4
1595,589.5,3,2022/02/21 05:00:00+00,4,90.3056513655754,575.82792067433,0,4
1596,587.3,3,2022/02/21 05:00:00+00,4,725.81111972778,30819.0614182319,0,4
1597,497.9,3,2022/02/21 05:00:00+00,4,424.040122703003,13575.690628828,0,4
1598,486.1,3,2022/02/21 05:00:00+00,4,100.777250817626,636.099055758448,4360,4
1599,473.9,3,2022/02/21 05:00:00+00,4,614.674751045139,22009.3660321856,0,4
1600,544.1,3,2022/02/21 05:00:00+00,4,279.249533272386,4635.47763464727,0,4
1601,538.9,3,2022/02/21 05:00:00+00,4,553.033541494125,17156.3565718979,0,4
1602,1305.1,3,2022/02/21 05:00:00+00,4,1135.98144325746,62861.6123985487,0,4
1603,623.5,3,2022/02/21 05:00:00+00,4,1799.72645893993,139114.795353188,0,4
1604,588.9,3,2022/02/21 05:00:00+00,4,986.342691373498,50451.0501171316,0,4
1605,662.2,3,2022/02/21 05:00:00+00,4,1277.43093877616,76556.1985108866,0,4
1606,495.2,3,2022/02/21 05:00:00+00,4,830.167139811836,42558.3446539083,0,4
1607,481.1,3,2022/02/21 05:00:00+00,4,535.658055708757,13337.4796861093,0,4
1608,551.4,3,2022/02/21 05:00:00+00,4,384.14653147731,6700.50001284049,0,4
1609,667.3,3,2022/02/21 05:00:00+00,4,2256.32760394982,166392.190997979,0,4
1610,0,3,2022/02/21 05:00:00+00,11,355.63516223599,8010.64206118847,0,11
1611,0,3,2022/02/21 05:00:00+00,1,3957.45676156241,36043.2693714389,0,1
1612,0,3,2022/02/21 05:00:00+00,1,2164.57003480336,19804.6988119659,0,1
1613,0,3,2022/02/21 05:00:00+00,1,9369.25522580635,84381.9007518241,0,1
1614,0,3,2022/02/21 05:00:00+00,1,5345.02343107956,48773.9462593311,0,1
1615,0,3,2022/02/21 05:00:00+00,7,287.430969752707,5323.88808745302,0,7
1616,0,3,2022/02/21 05:00:00+00,7,152.292259389139,1317.8741347064,0,7
1617,0,3,2022/02/21 05:00:00+00,7,137.850928292246,1157.66205276606,0,7
1618,0,3,2022/02/21 05:00:00+00,7,178.545385704431,2337.12833060311,3053,7
1619,0,3,2022/02/21 05:00:00+00,7,288.07941535419,3489.88324148983,4151,7
1620,0,3,2022/02/21 05:00:00+00,7,398.322431833845,10747.2098315191,0,7
1621,0,3,2022/02/21 05:00:00+00,7,395.827930943871,11474.9582805279,0,7
1622,0,3,2022/02/21 05:00:00+00,7,233.317783211023,2318.39501356097,3135,7
1623,0,3,2022/02/21 05:00:00+00,7,295.838099367527,4256.59872936838,0,7
1624,0,3,2022/02/21 05:00:00+00,7,333.558075639902,6011.67823230826,0,7
1625,0,3,2022/02/21 05:00:00+00,7,674.413850983838,10353.3667352475,0,7
1626,0,3,2022/02/21 05:00:00+00,7,571.634912915818,8698.72637482717,4113,7
1627,0,3,2022/02/21 05:00:00+00,7,697.182412028572,10648.4165921341,4114,7
1628,0,3,2022/02/21 05:00:00+00,7,765.158741999045,22640.3637424893,0,7
1629,0,3,2022/02/21 05:00:00+00,7,190.374782565602,2726.51056671852,3052,7
1630,0,3,2022/02/21 05:00:00+00,7,653.559803382069,11629.2100504261,4141,7
1631,0,3,2022/02/21 05:00:00+00,7,163.373613506407,1780.65430408522,0,7
1632,0,3,2022/02/21 05:00:00+00,7,517.459923187441,11472.1175019696,3137,7
1633,0,3,2022/02/21 05:00:00+00,7,435.516610191364,11606.2142247352,4117,7
1634,0,3,2022/02/21 05:00:00+00,7,891.306230045219,26429.549100506,0,7
1635,0,3,2022/02/21 05:00:00+00,7,203.074224855002,2580.34534164818,0,7
1636,0,3,2022/02/21 05:00:00+00,7,145.286200053129,1029.85148606772,0,7
1637,0,3,2022/02/21 05:00:00+00,7,324.633488022219,6529.38011693969,0,7
1638,0,3,2022/02/21 05:00:00+00,7,588.400734281097,17090.5333329644,0,7
1639,0,3,2022/02/21 05:00:00+00,7,918.073866387867,28932.3166202008,0,7
1640,0,3,2022/02/21 05:00:00+00,7,194.841571453906,2683.24646112856,0,7
1641,0,3,2022/02/21 05:00:00+00,7,325.998031189382,4973.65491800413,0,7
1642,0,3,2022/02/21 05:00:00+00,7,161.175325919714,1617.47698333521,0,7
1643,0,3,2022/02/21 05:00:00+00,7,383.331432147562,2904.14901812559,0,7
1644,0,3,2022/02/21 05:00:00+00,7,186.030362874675,1535.1995622502,0,7
1645,0,3,2022/02/21 05:00:00+00,7,393.570312881784,9019.93269789338,0,7
1646,0,3,2022/02/21 05:00:00+00,7,560.060326244462,11557.9053797885,0,7
1647,0,3,2022/02/21 05:00:00+00,7,261.54470757196,4904.05599586028,0,7
1648,0,3,2022/02/21 05:00:00+00,7,285.470495309048,5043.61652345066,0,7
1649,0,3,2022/02/21 05:00:00+00,7,207.93952964998,2534.52931376735,0,7
1650,0,3,2022/02/21 05:00:00+00,7,216.00368815485,2663.0168527242,0,7
1651,0,3,2022/02/21 05:00:00+00,7,215.932515714065,2646.0954013842,0,7
1652,0,3,2022/02/21 05:00:00+00,7,538.785972545601,16215.4689150479,0,7
1653,0,3,2022/02/21 05:00:00+00,7,320.043626847402,6871.01168493254,0,7
1654,0,3,2022/02/21 05:00:00+00,7,728.281241612667,23418.1214238298,0,7
1655,0,3,2022/02/21 05:00:00+00,7,143.21515520665,1613.78980557276,0,7
1656,0,3,2022/02/21 05:00:00+00,7,228.07968452927,4098.18656112601,0,7
1657,0,3,2022/02/21 05:00:00+00,11,755.953891437463,19130.8443613723,0,11
1658,0,3,2022/02/21 05:00:00+00,11,360.499032431888,7163.30720526042,0,11
1659,0,3,2022/02/21 05:00:00+00,11,212.255265694146,2260.24990277036,0,11
1660,0,3,2022/02/21 05:00:00+00,11,407.883064610373,9286.93535708082,0,11
1661,0,3,2022/02/21 05:00:00+00,11,167.173741607629,1162.86965819355,0,11
1662,0,3,2022/02/21 05:00:00+00,11,167.708053610004,932.394252554953,0,11
1663,0,3,2022/02/21 05:00:00+00,99,232.888678137247,3258.73819432253,0,99
1664,0,3,2022/02/21 05:00:00+00,99,166.95899173648,1752.3539223983,0,99
1665,0,3,2022/02/21 05:00:00+00,99,145.887168202544,1245.38425703493,0,99
1666,0,3,2022/02/21 05:00:00+00,99,94.7499084849746,442.695593071523,0,99
1667,0,3,2022/02/21 05:00:00+00,99,144.611860023175,1328.59470704303,0,99
1668,0,3,2022/02/21 05:00:00+00,99,135.490549296386,907.567776607173,0,99
1669,439.5,3,2022/02/21 05:00:00+00,4,169.747427576154,1917.0403330404,0,4
1670,489.1,3,2022/02/21 05:00:00+00,4,335.389134773082,7238.58968747849,0,4
1671,493.1,3,2022/02/21 05:00:00+00,4,1684.46275197272,113941.533758485,0,4
1672,523.8,3,2022/02/21 05:00:00+00,4,840.182748032788,43085.3404070081,0,4
1673,542.2,3,2022/02/21 05:00:00+00,4,691.154771009267,12271.0485846058,0,4
1674,543.2,3,2022/02/21 05:00:00+00,4,969.931448003277,35280.9967706191,0,4
1675,486.7,3,2022/02/21 05:00:00+00,4,947.567209667684,18297.6846392921,0,4
1676,342.1,3,2022/02/21 05:00:00+00,4,564.79066729092,19327.4444668263,0,4
1677,552.1,3,2022/02/21 05:00:00+00,4,387.247190793096,7605.75017337273,0,4
1678,523.7,3,2022/02/21 05:00:00+00,4,139.160020378007,1330.77333058292,0,4
1679,538.4,3,2022/02/21 05:00:00+00,4,275.391917990193,3565.06090975064,0,4
1680,546.6,3,2022/02/21 05:00:00+00,4,447.191362766703,12397.2268042617,0,4
1681,522.7,3,2022/02/21 05:00:00+00,4,89.5613546606583,326.384370836955,0,4
1682,527.1,3,2022/02/21 05:00:00+00,4,201.323684352593,3074.38980004427,0,4
1683,452.8,3,2022/02/21 05:00:00+00,4,2526.01721818997,193400.363084599,0,4
1684,553.1,3,2022/02/21 05:00:00+00,4,1691.14224438359,83189.1301415364,0,4
1685,523.6,3,2022/02/21 05:00:00+00,4,246.416247019837,4174.79677201322,0,4
1686,550.5,3,2022/02/21 05:00:00+00,4,153.461584160279,1685.71906950784,0,4
1687,542.5,3,2022/02/21 05:00:00+00,4,172.609679614681,1812.23453359764,0,4
1688,552.1,3,2022/02/21 05:00:00+00,4,132.815778745278,259.912486103948,0,4
1689,563.1,3,2022/02/21 05:00:00+00,4,337.144739616276,7841.33919325568,0,4
1690,566.1,3,2022/02/21 05:00:00+00,4,459.557253261343,11275.7009648131,0,4
1691,535.7,3,2022/02/21 05:00:00+00,4,72.5977653309861,357.802129229636,0,4
1692,514.9,3,2022/02/21 05:00:00+00,4,540.077337746592,12789.5169537657,0,4
1693,512.6,3,2022/02/21 05:00:00+00,4,397.530057386565,7958.15148787313,0,4
1694,507.9,3,2022/02/21 05:00:00+00,4,1288.00356764368,38785.224984809,0,4
1695,527.4,3,2022/02/21 05:00:00+00,4,364.870009798857,9312.37379585175,0,4
1696,503.8,3,2022/02/21 05:00:00+00,4,432.471915276495,13377.7703723849,3474,4
1697,482.3,3,2022/02/21 05:00:00+00,4,175.827789138805,2063.16358624931,0,4
1698,521.5,3,2022/02/21 05:00:00+00,4,602.749109544917,24497.557802904,0,4
1699,447.9,3,2022/02/21 05:00:00+00,4,1192.1931436093,67567.0313138546,0,4
1700,464.4,3,2022/02/21 05:00:00+00,4,83.9053593656499,447.069365335762,0,4
1701,489.5,3,2022/02/21 05:00:00+00,4,675.983725708545,27190.6314490355,0,4
1702,467.1,3,2022/02/21 05:00:00+00,4,677.165949063757,19892.4484702481,0,4
1703,474.4,3,2022/02/21 05:00:00+00,4,114.346722124064,957.403420752799,0,4
1704,472.8,3,2022/02/21 05:00:00+00,4,939.759044933899,37482.777797401,0,4
1705,521.1,3,2022/02/21 05:00:00+00,4,296.306283377946,5278.06029406461,0,4
1706,514.8,3,2022/02/21 05:00:00+00,4,387.477749068684,9433.85467384651,0,4
1707,512.6,3,2022/02/21 05:00:00+00,4,197.603038554843,2911.03151108343,0,4
1708,475.5,3,2022/02/21 05:00:00+00,4,535.128917550704,16237.7714651381,0,4
1709,498.4,3,2022/02/21 05:00:00+00,4,251.679063360741,3656.60888063883,0,4
1710,521.6,3,2022/02/21 05:00:00+00,4,554.430186736694,14954.8765526011,0,4
1711,466.3,3,2022/02/21 05:00:00+00,4,195.067149360705,1556.81172512508,0,4
1712,465.3,3,2022/02/21 05:00:00+00,4,142.872522354965,1525.17847749767,0,4
1713,478.7,3,2022/02/21 05:00:00+00,4,165.511109166178,1984.9697027204,0,4
1714,485.3,3,2022/02/21 05:00:00+00,4,648.486955048088,20590.7656897922,0,4
1715,498.1,3,2022/02/21 05:00:00+00,4,267.989533739281,3766.18341256108,0,4
1716,499.2,3,2022/02/21 05:00:00+00,4,380.827287623673,7524.54462561163,4152,4
1717,499.2,3,2022/02/21 05:00:00+00,4,318.752136465289,7173.98024055165,0,4
1718,491.9,3,2022/02/21 05:00:00+00,4,284.018946923888,5458.25628591617,0,4
1719,505.3,3,2022/02/21 05:00:00+00,4,1046.55286457368,71100.9496810517,0,4
1720,489.9,3,2022/02/21 05:00:00+00,4,511.23877559525,17063.0063930412,0,4
1721,459.1,3,2022/02/21 05:00:00+00,4,979.034017370194,45159.9631649303,0,4
1722,488.3,3,2022/02/21 05:00:00+00,4,357.661923494638,8249.4490539397,0,4
1723,508.6,3,2022/02/21 05:00:00+00,4,884.589704418974,37988.6784778615,0,4
1724,515.4,3,2022/02/21 05:00:00+00,4,821.754864242967,34419.0964598107,0,4
1725,518.1,3,2022/02/21 05:00:00+00,4,1478.54658297027,117756.673942625,0,4
1726,458.7,3,2022/02/21 05:00:00+00,4,495.317936768852,11521.7863385695,0,4
1727,522.4,3,2022/02/21 05:00:00+00,4,191.120169130602,2770.61468997992,0,4
1728,514.5,3,2022/02/21 05:00:00+00,4,415.23312087953,10419.6762388462,0,4
1729,525.7,3,2022/02/21 05:00:00+00,4,359.98738278398,9075.80827407425,0,4
1730,501.3,3,2022/02/21 05:00:00+00,4,308.788325769739,6485.8796777752,0,4
1731,465.3,3,2022/02/21 05:00:00+00,4,424.517279404371,13404.7554850079,0,4
1732,466.4,3,2022/02/21 05:00:00+00,4,814.057559875265,41865.3170514062,0,4
1733,435.1,3,2022/02/21 05:00:00+00,4,683.561099959332,25849.47183577,0,4
1734,426.9,3,2022/02/21 05:00:00+00,4,550.70517323246,14977.5806860826,0,4
1735,450.7,3,2022/02/21 05:00:00+00,4,1191.72141510245,65490.6866150464,0,4
1736,436.5,3,2022/02/21 05:00:00+00,4,1307.26138379909,58453.6964850835,0,4
1737,501.7,3,2022/02/21 05:00:00+00,4,517.711522557898,16984.4830958063,0,4
1738,460.5,3,2022/02/21 05:00:00+00,4,226.956501862932,3871.55466372773,0,4
1739,529.2,3,2022/02/21 05:00:00+00,4,130.680892476035,859.677702896836,0,4
1740,506.1,3,2022/02/21 05:00:00+00,4,402.550990351939,7897.28110717972,0,4
1741,486.4,3,2022/02/21 05:00:00+00,4,676.343991970993,22489.9795736365,0,4
1742,489.7,3,2022/02/21 05:00:00+00,4,309.211705640869,2883.54326949363,0,4
1743,476.9,3,2022/02/21 05:00:00+00,4,1097.56636053423,58472.5318705843,0,4
1744,439.2,3,2022/02/21 05:00:00+00,4,764.363453334634,30533.3399620436,0,4
1745,512.5,3,2022/02/21 05:00:00+00,4,190.237798078804,2409.12680005503,0,4
1746,498.3,3,2022/02/21 05:00:00+00,4,572.196837448949,22218.4426180986,0,4
1747,484.4,3,2022/02/21 05:00:00+00,4,398.930118450486,10094.429205433,0,4
1748,471.1,3,2022/02/21 05:00:00+00,4,755.510899259386,31057.7817566592,0,4
1749,429.7,3,2022/02/21 05:00:00+00,4,157.241074131865,1430.49651797807,0,4
1750,402.4,3,2022/02/21 05:00:00+00,4,697.340426344769,23058.2435844027,0,4
1751,406.5,3,2022/02/21 05:00:00+00,4,420.424488005172,9991.60420170167,0,4
1752,392.4,3,2022/02/21 05:00:00+00,4,751.649211876582,34487.78483859,0,4
1753,428.4,3,2022/02/21 05:00:00+00,4,419.026311312007,12111.9607356883,0,4
1754,369.1,3,2022/02/21 05:00:00+00,4,173.765417366347,2145.16025296355,0,4
1755,354.6,3,2022/02/21 05:00:00+00,4,511.520613273936,14923.1354627535,0,4
1756,434.6,3,2022/02/21 05:00:00+00,4,747.061315296216,35819.3788862019,0,4
1757,407.5,3,2022/02/21 05:00:00+00,4,411.180532875149,10169.1905665111,0,4
1758,446.9,3,2022/02/21 05:00:00+00,4,136.784820933059,1117.1659375977,0,4
1759,394.1,3,2022/02/21 05:00:00+00,4,975.523091514427,37502.1155633685,0,4
1760,458.8,3,2022/02/21 05:00:00+00,4,708.663367164476,28799.0869490217,0,4
1761,520.6,3,2022/02/21 05:00:00+00,4,423.873126818174,13182.3931084622,0,4
1762,401.2,3,2022/02/21 05:00:00+00,4,328.310293218093,3653.5133028856,0,4
1763,463.1,3,2022/02/21 05:00:00+00,4,130.743947089638,1292.21668335161,0,4
1764,447.4,3,2022/02/21 05:00:00+00,4,518.10589872497,16412.2936374129,0,4
1765,443.4,3,2022/02/21 05:00:00+00,4,957.943457765584,46298.511371078,0,4
1766,439.4,3,2022/02/21 05:00:00+00,4,1139.41353072113,46008.9787609645,0,4
1767,418.7,3,2022/02/21 05:00:00+00,4,163.981844936062,1605.70598198607,0,4
1768,404.5,3,2022/02/21 05:00:00+00,4,471.992765013391,12962.1942956701,0,4
1769,403.7,3,2022/02/21 05:00:00+00,4,147.107357600365,1611.20536815042,0,4
1770,382.9,3,2022/02/21 05:00:00+00,4,332.947452326274,7269.62436552051,0,4
1771,381.1,3,2022/02/21 05:00:00+00,4,904.206257784806,43109.6729629154,0,4
1772,416.4,3,2022/02/21 05:00:00+00,4,650.166860520534,24790.1204276345,0,4
1773,409.9,3,2022/02/21 05:00:00+00,4,120.963409264464,1065.37033481263,0,4
1774,472.3,3,2022/02/21 05:00:00+00,4,117.47977718122,1007.08652221337,0,4
1775,412.9,3,2022/02/21 05:00:00+00,4,210.604616377935,2132.71084581662,0,4
1776,412.2,3,2022/02/21 05:00:00+00,4,136.917830876073,1152.1216833598,0,4
1777,322.5,3,2022/02/21 05:00:00+00,4,565.654992798484,5490.39538209049,0,4
1778,346.3,3,2022/02/21 05:00:00+00,4,10861.15043632,1363198.85180544,0,4
1779,352.8,3,2022/02/21 05:00:00+00,4,372.227853213119,8532.6732134664,0,4
1780,416.4,3,2022/02/21 05:00:00+00,4,442.071125296856,12407.435227627,72,4
1781,377.1,3,2022/02/21 05:00:00+00,4,975.593322770913,56194.8680781061,0,4
1782,364.8,3,2022/02/21 05:00:00+00,4,676.809809891619,33531.4841048819,0,4
1783,426.5,3,2022/02/21 05:00:00+00,4,567.444076867669,22154.6436504276,3230,4
1784,384.5,3,2022/02/21 05:00:00+00,4,1005.42295896261,62113.0385098054,0,4
1785,378.6,3,2022/02/21 05:00:00+00,4,1061.7544764468,53761.3997067264,0,4
1786,354.1,3,2022/02/21 05:00:00+00,4,435.081011268529,11895.3355725873,0,4
1787,390.9,3,2022/02/21 05:00:00+00,4,270.718294007491,4028.43170285189,0,4
1788,395.7,3,2022/02/21 05:00:00+00,4,6193.61892357501,673079.655910472,0,4
1789,388.7,3,2022/02/21 05:00:00+00,4,552.204317292509,20526.0789763919,0,4
1790,411.1,3,2022/02/21 05:00:00+00,4,462.932844562564,13834.184012894,0,4
1791,453.3,3,2022/02/21 05:00:00+00,4,693.182506058729,29112.8612887289,0,4
1792,415.4,3,2022/02/21 05:00:00+00,4,705.382496612759,20202.456822299,0,4
1793,373.3,3,2022/02/21 05:00:00+00,4,2738.37116390268,209011.766035971,0,4
1794,389.4,3,2022/02/21 05:00:00+00,4,6684.58625443631,743326.030322215,0,4
1795,423.4,3,2022/02/21 05:00:00+00,4,677.368853026374,22645.5457671778,0,4
1796,301.3,3,2022/02/21 05:00:00+00,4,446.375673724034,6636.32663848621,0,4
1797,302.6,3,2022/02/21 05:00:00+00,4,847.82698517655,17216.8441469565,0,4
1798,397.6,3,2022/02/21 05:00:00+00,4,730.569685389189,27885.1140151899,0,4
1799,394.3,3,2022/02/21 05:00:00+00,4,379.093534351711,9038.50391080596,0,4
1800,0,3,2022/02/21 05:00:00+00,7,512.392471855799,13291.6474524767,0,7
1801,0,3,2022/02/21 05:00:00+00,1,1503.84816341925,10265.980139883,0,1
1802,0,3,2022/02/21 05:00:00+00,1,4745.55143654486,46323.3763487795,0,1
1803,0,3,2022/02/21 05:00:00+00,1,2771.18401266658,17259.5503908627,0,1
1804,0,3,2022/02/21 05:00:00+00,1,763.594374351048,7083.95992642271,0,1
1805,0,3,2022/02/21 05:00:00+00,7,927.523669777277,21647.9289339871,0,7
1806,0,3,2022/02/21 05:00:00+00,7,190.89382409662,2513.10529984776,0,7
1807,0,3,2022/02/21 05:00:00+00,7,501.325303600933,11685.5620848865,0,7
1808,0,3,2022/02/21 05:00:00+00,7,218.791610946598,2578.86961516046,0,7
1809,0,3,2022/02/21 05:00:00+00,7,258.896020245036,4684.22344028002,0,7
1810,0,3,2022/02/21 05:00:00+00,7,449.642764724229,13066.7362762126,0,7
1811,0,3,2022/02/21 05:00:00+00,7,163.463842177756,1634.67899998,4085,7
1812,0,3,2022/02/21 05:00:00+00,7,355.187069676058,8978.0516499149,4086,7
1813,0,3,2022/02/21 05:00:00+00,7,399.644360227485,12187.5608748808,4088,7
1814,0,3,2022/02/21 05:00:00+00,7,381.472762253734,9090.0030500897,4089,7
1815,0,3,2022/02/21 05:00:00+00,7,498.374474772455,14882.1831310368,0,7
1816,0,3,2022/02/21 05:00:00+00,7,290.233782925089,5514.20721520963,0,7
1817,0,3,2022/02/21 05:00:00+00,7,284.774214188304,6377.6519807045,0,7
1818,0,3,2022/02/21 05:00:00+00,7,296.767705739656,6145.03989197979,0,7
1819,0,3,2022/02/21 05:00:00+00,7,408.890272498,6426.80244070605,0,7
1820,0,3,2022/02/21 05:00:00+00,7,706.547956085795,34287.4006546965,0,7
1821,0,3,2022/02/21 05:00:00+00,7,561.345237479727,7786.11648038144,0,7
1822,0,3,2022/02/21 05:00:00+00,7,104.559563613167,714.330058310398,0,7
1823,0,3,2022/02/21 05:00:00+00,7,119.424966898968,1027.166278921,0,7
1824,0,3,2022/02/21 05:00:00+00,7,265.254777388919,4996.92717070515,0,7
1825,0,3,2022/02/21 05:00:00+00,7,349.99436978165,8716.9462040344,0,7
1826,0,3,2022/02/21 05:00:00+00,7,432.477198238572,10002.6257902649,0,7
1827,0,3,2022/02/21 05:00:00+00,7,545.270740495173,14921.5215241237,0,7
1828,0,3,2022/02/21 05:00:00+00,7,336.356599030955,7132.56655565839,0,7
1829,0,3,2022/02/21 05:00:00+00,7,1094.19927294905,29518.1099448232,0,7
1830,0,3,2022/02/21 05:00:00+00,11,395.152261624413,7991.27579588046,0,11
1831,0,3,2022/02/21 05:00:00+00,11,587.751493657894,17019.0021650996,0,11
1832,0,3,2022/02/21 05:00:00+00,11,1138.55267538928,54217.6944989837,0,11
1833,0,3,2022/02/21 05:00:00+00,11,591.276564722521,19556.7327162532,639,11
1834,0,3,2022/02/21 05:00:00+00,11,603.195502152166,17982.0485000964,3893,11
1835,0,3,2022/02/21 05:00:00+00,11,484.800913945,13060.913752545,0,11
1836,0,3,2022/02/21 05:00:00+00,11,383.16320819158,8923.14098227415,0,11
1837,0,3,2022/02/21 05:00:00+00,11,362.050898626506,5631.75754166223,0,11
1838,0,3,2022/02/21 05:00:00+00,99,254.160470341143,3062.80915837466,0,99
