OBJECTID,EY_PLA_ID,EMISSIONSYEAR,CPL_SHORT_NAME,EMISSION_VALUE,PLA_ICIS_ID,PLA_NAME,PLA_REG_NUM,CPL_POLLUTANT_NAME
13660,41161,2024,SO2,0.608,VA0000005111100024,Lignetics Incorporated,32077,Sulfur Dioxide
13661,41161,2024,CO,4.7196,VA0000005111100024,Lignetics Incorporated,32077,Carbon Monoxide
13662,41161,2024,PM 10,25.50638494,VA0000005111100024,Lignetics Incorporated,32077,Particulate Matter 10
13663,41161,2024,PM 2.5,25.50638494,VA0000005111100024,Lignetics Incorporated,32077,Particulate Matter 2.5
13664,41161,2024,FORM,0.974216875,VA0000005111100024,Lignetics Incorporated,32077,Formaldehyde
13665,41167,2024,NOX,0.127575,VA0000005105900995,South of Market,73698,Nitrogen Oxide
13666,41167,2024,VOC,0.007209,VA0000005105900995,South of Market,73698,Volatile Organic Compounds
13667,41167,2024,SO2,0.004212,VA0000005105900995,South of Market,73698,Sulfur Dioxide
13668,41167,2024,CO,0.025272,VA0000005105900995,South of Market,73698,Carbon Monoxide
13669,41167,2024,PM 10,0.0044145,VA0000005105900995,South of Market,73698,Particulate Matter 10
13670,41169,2024,TCA,0.0127,VA0000005103500087,Carroll-Grayson Galax Solid Waste Authority,11598,"Methyl chloroform (1,1,1-Trichloroethane)"
13671,41169,2024,MC,0.2365,VA0000005103500087,Carroll-Grayson Galax Solid Waste Authority,11598,Methylene chloride (Dichloromethane)
13672,41169,2024,PERC,0.122,VA0000005103500087,Carroll-Grayson Galax Solid Waste Authority,11598,Tetrachloroethylene (Perchloroethylene)
13673,41169,2024,VOC,1.82,VA0000005103500087,Carroll-Grayson Galax Solid Waste Authority,11598,Volatile Organic Compounds
13674,41169,2024,TNMOC,10.218,VA0000005103500087,Carroll-Grayson Galax Solid Waste Authority,11598,Total Non-methane Org Cmpds
13675,41169,2024,TRS,0.283,VA0000005103500087,Carroll-Grayson Galax Solid Waste Authority,11598,Total reduced sulfur
13676,41169,2024,CO,0.78,VA0000005103500087,Carroll-Grayson Galax Solid Waste Authority,11598,Carbon Monoxide
13677,41169,2024,CL,0.2961,VA0000005103500087,Carroll-Grayson Galax Solid Waste Authority,11598,Chlorine
13678,41169,2024,PM 10,23.30384,VA0000005103500087,Carroll-Grayson Galax Solid Waste Authority,11598,Particulate Matter 10
13679,41169,2024,PM 2.5,2.330384,VA0000005103500087,Carroll-Grayson Galax Solid Waste Authority,11598,Particulate Matter 2.5
13680,41170,2024,NOX,0.58159,VA0000005176000505,VCU - MCV Medical School,52224,Nitrogen Oxide
13681,41170,2024,PM,0.00837,VA0000005176000505,VCU - MCV Medical School,52224,Particulate Matter
13682,41170,2024,VOC,0.00913,VA0000005176000505,VCU - MCV Medical School,52224,Volatile Organic Compounds
13683,41170,2024,SO2,0.04947335,VA0000005176000505,VCU - MCV Medical School,52224,Sulfur Dioxide
13684,41170,2024,CO,0.120405,VA0000005176000505,VCU - MCV Medical School,52224,Carbon Monoxide
13685,41170,2024,PM 10,0.00837,VA0000005176000505,VCU - MCV Medical School,52224,Particulate Matter 10
13686,41170,2024,PM 2.5,0.00837,VA0000005176000505,VCU - MCV Medical School,52224,Particulate Matter 2.5
13687,41179,2024,NOX,5.7288,VA0000005180000136,Suffolk City - G Robert House WTP,61546,Nitrogen Oxide
13688,41179,2024,VOC,0.16089,VA0000005180000136,Suffolk City - G Robert House WTP,61546,Volatile Organic Compounds
13689,41179,2024,SO2,0.002707695,VA0000005180000136,Suffolk City - G Robert House WTP,61546,Sulfur Dioxide
13690,41179,2024,CO,1.52148,VA0000005180000136,Suffolk City - G Robert House WTP,61546,Carbon Monoxide
13691,41179,2024,PM 10,0.17949,VA0000005180000136,Suffolk City - G Robert House WTP,61546,Particulate Matter 10
13692,41180,2024,NOX,2.632016,VA0000005117700113,Spotsylvania Regional Medical Center,41071,Nitrogen Oxide
13693,41180,2024,PM,0.153023,VA0000005117700113,Spotsylvania Regional Medical Center,41071,Particulate Matter
13694,41180,2024,VOC,0.108704,VA0000005117700113,Spotsylvania Regional Medical Center,41071,Volatile Organic Compounds
13695,41180,2024,SO2,0.0210956,VA0000005117700113,Spotsylvania Regional Medical Center,41071,Sulfur Dioxide
13696,41180,2024,CO,1.7295535,VA0000005117700113,Spotsylvania Regional Medical Center,41071,Carbon Monoxide
13697,41180,2024,PB,2.0406e-06,VA0000005117700113,Spotsylvania Regional Medical Center,41071,Lead
13698,41188,2024,PM,0.0109875,VA0000005155000247,Tecnico Corporation,61553,Particulate Matter
13699,41188,2024,VOC,1.416,VA0000005155000247,Tecnico Corporation,61553,Volatile Organic Compounds
13700,41188,2024,PM 10,0.0115575,VA0000005155000247,Tecnico Corporation,61553,Particulate Matter 10
13701,41195,2024,PM 10,0.4971385203,VA0000005117300119,American Wood Fibers,11599,Particulate Matter 10
13702,41203,2024,VOC,6.45e-06,VA0000005176000506,MCV Sanger Hall,52229,Volatile Organic Compounds
13703,41203,2024,EO,6.45e-06,VA0000005176000506,MCV Sanger Hall,52229,Ethylene oxide
13704,41205,2024,PM 10,0,VA0000005110500079,American Concrete Group LLC - Batch Plant,11601,Particulate Matter 10
13705,41207,2024,PM,0,VA0000005108900136,Smart Machine Technologies Inc,21486,Particulate Matter
13706,41207,2024,VOC,0,VA0000005108900136,Smart Machine Technologies Inc,21486,Volatile Organic Compounds
13707,41207,2024,PM 10,0,VA0000005108900136,Smart Machine Technologies Inc,21486,Particulate Matter 10
13708,41207,2024,PM 2.5,0,VA0000005108900136,Smart Machine Technologies Inc,21486,Particulate Matter 2.5
13709,41207,2024,EBENZ,0,VA0000005108900136,Smart Machine Technologies Inc,21486,Ethylbenzene
13710,41207,2024,FORM,0,VA0000005108900136,Smart Machine Technologies Inc,21486,Formaldehyde
13711,41210,2024,NOX,1.144608,VA0000005101300830,USAA Realty BPCC,73703,Nitrogen Oxide
13712,41210,2024,VOC,0.058497,VA0000005101300830,USAA Realty BPCC,73703,Volatile Organic Compounds
13713,41210,2024,SO2,0.04084,VA0000005101300830,USAA Realty BPCC,73703,Sulfur Dioxide
13714,41210,2024,CO,0.1300825,VA0000005101300830,USAA Realty BPCC,73703,Carbon Monoxide
13715,41210,2024,PM 10,0.019455,VA0000005101300830,USAA Realty BPCC,73703,Particulate Matter 10
13716,41213,2024,NOX,1.12695,VA0000005110700897,Sterling Park Technology Center,73725,Nitrogen Oxide
13717,41213,2024,PM,0.021285,VA0000005110700897,Sterling Park Technology Center,73725,Particulate Matter
13718,41213,2024,VOC,0.0245245,VA0000005110700897,Sterling Park Technology Center,73725,Volatile Organic Compounds
13719,41213,2024,SO2,0.03597,VA0000005110700897,Sterling Park Technology Center,73725,Sulfur Dioxide
13720,41213,2024,CO,0.3085445,VA0000005110700897,Sterling Park Technology Center,73725,Carbon Monoxide
13721,41213,2024,PM 10,0.021285,VA0000005110700897,Sterling Park Technology Center,73725,Particulate Matter 10
13722,41215,2024,NOX,0.4264975,VA0000005115300884,UOSA - Flat Branch,73706,Nitrogen Oxide
13723,41215,2024,VOC,0.0269155,VA0000005115300884,UOSA - Flat Branch,73706,Volatile Organic Compounds
13724,41215,2024,SO2,0.0146295,VA0000005115300884,UOSA - Flat Branch,73706,Sulfur Dioxide
13725,41215,2024,CO,0.241137,VA0000005115300884,UOSA - Flat Branch,73706,Carbon Monoxide
13726,41215,2024,PM 10,0.014974,VA0000005115300884,UOSA - Flat Branch,73706,Particulate Matter 10
13727,41226,2024,NOX,0.11592,VA0000005106900143,Federal Bureau of Investigation-Records Management,81616,Nitrogen Oxide
13728,41226,2024,PM,0.0008,VA0000005106900143,Federal Bureau of Investigation-Records Management,81616,Particulate Matter
13729,41226,2024,VOC,0.00284,VA0000005106900143,Federal Bureau of Investigation-Records Management,81616,Volatile Organic Compounds
13730,41226,2024,SO2,0.00292,VA0000005106900143,Federal Bureau of Investigation-Records Management,81616,Sulfur Dioxide
13731,41226,2024,CO,0.0158,VA0000005106900143,Federal Bureau of Investigation-Records Management,81616,Carbon Monoxide
13732,41226,2024,PM 10,0.0008,VA0000005106900143,Federal Bureau of Investigation-Records Management,81616,Particulate Matter 10
13733,41239,2024,PM,6.6500045,VA0000005155000244,Luck Stone Corporation - Gilmerton Plant,61548,Particulate Matter
13734,41239,2024,PM 10,3.459080505,VA0000005155000244,Luck Stone Corporation - Gilmerton Plant,61548,Particulate Matter 10
13735,41239,2024,PM 2.5,0.009109905,VA0000005155000244,Luck Stone Corporation - Gilmerton Plant,61548,Particulate Matter 2.5
13736,41241,2024,NOX,0.10834315,VA0000005115300886,UOSA - Winters Branch Pump Station,73709,Nitrogen Oxide
13737,41241,2024,VOC,0.00320315,VA0000005115300886,UOSA - Winters Branch Pump Station,73709,Volatile Organic Compounds
13738,41241,2024,SO2,0.0002161,VA0000005115300886,UOSA - Winters Branch Pump Station,73709,Sulfur Dioxide
13739,41241,2024,CO,0.02326745,VA0000005115300886,UOSA - Winters Branch Pump Station,73709,Carbon Monoxide
13740,41241,2024,PM 10,0.0021757,VA0000005115300886,UOSA - Winters Branch Pump Station,73709,Particulate Matter 10
13741,41250,2024,NOX,12.5299824,VA0000005119511607,Range Resources Pine Mtn - Banner 4,11607,Nitrogen Oxide
13742,41250,2024,VOC,0.107791152,VA0000005119511607,Range Resources Pine Mtn - Banner 4,11607,Volatile Organic Compounds
13743,41250,2024,CO,0.446275872,VA0000005119511607,Range Resources Pine Mtn - Banner 4,11607,Carbon Monoxide
13744,41253,2024,VOC,0.15925,VA0000005118500157,Lawrence Brothers Inc,11609,Volatile Organic Compounds
13745,41253,2024,PM 10,0.1095,VA0000005118500157,Lawrence Brothers Inc,11609,Particulate Matter 10
13746,41253,2024,PM 2.5,0.015,VA0000005118500157,Lawrence Brothers Inc,11609,Particulate Matter 2.5
13747,41257,2024,NOX,12.405822,VA0000005105111610,Range Resources Pine Mtn - Wampler Ridge 4,11610,Nitrogen Oxide
13748,41257,2024,VOC,5.314452,VA0000005105111610,Range Resources Pine Mtn - Wampler Ridge 4,11610,Volatile Organic Compounds
13749,41257,2024,CO,0.442871,VA0000005105111610,Range Resources Pine Mtn - Wampler Ridge 4,11610,Carbon Monoxide
13750,41258,2024,NOX,2.426009,VA0000005105111611,Range Resources Pine Mtn - Wampler Ridge 5,11611,Nitrogen Oxide
13751,41258,2024,VOC,0.03212,VA0000005105111611,Range Resources Pine Mtn - Wampler Ridge 5,11611,Volatile Organic Compounds
13752,41258,2024,CO,0.166075,VA0000005105111611,Range Resources Pine Mtn - Wampler Ridge 5,11611,Carbon Monoxide
13753,41271,2024,NOX,0.44478,VA0000005105901002,"Zayo Group, LLC",73717,Nitrogen Oxide
13754,41271,2024,VOC,0.00588,VA0000005105901002,"Zayo Group, LLC",73717,Volatile Organic Compounds
13755,41271,2024,SO2,0.00042,VA0000005105901002,"Zayo Group, LLC",73717,Sulfur Dioxide
13756,41271,2024,CO,0.10374,VA0000005105901002,"Zayo Group, LLC",73717,Carbon Monoxide
13757,41271,2024,PM 10,0.015855,VA0000005105901002,"Zayo Group, LLC",73717,Particulate Matter 10
13758,41271,2024,PM 2.5,0.015855,VA0000005105901002,"Zayo Group, LLC",73717,Particulate Matter 2.5
13759,41274,2024,NOX,0.197729,VA0000005114900084,Old Dominion Utility Services - Fort Lee,52240,Nitrogen Oxide
13760,41274,2024,PM,0.0104218977,VA0000005114900084,Old Dominion Utility Services - Fort Lee,52240,Particulate Matter
13761,41274,2024,VOC,0.017006,VA0000005114900084,Old Dominion Utility Services - Fort Lee,52240,Volatile Organic Compounds
13762,41274,2024,SO2,0.011676697,VA0000005114900084,Old Dominion Utility Services - Fort Lee,52240,Sulfur Dioxide
13763,41274,2024,CO,0.1383685,VA0000005114900084,Old Dominion Utility Services - Fort Lee,52240,Carbon Monoxide
13764,41274,2024,PM 10,0.01253121,VA0000005114900084,Old Dominion Utility Services - Fort Lee,52240,Particulate Matter 10
13765,41282,2024,NOX,0,VA0000005117181619,W-L Construction & Paving Inc - Portable 81619,81619,Nitrogen Oxide
13766,41282,2024,PM,0,VA0000005117181619,W-L Construction & Paving Inc - Portable 81619,81619,Particulate Matter
13767,41282,2024,VOC,0,VA0000005117181619,W-L Construction & Paving Inc - Portable 81619,81619,Volatile Organic Compounds
13768,41282,2024,SO2,0,VA0000005117181619,W-L Construction & Paving Inc - Portable 81619,81619,Sulfur Dioxide
13769,41282,2024,CO,0,VA0000005117181619,W-L Construction & Paving Inc - Portable 81619,81619,Carbon Monoxide
13770,41282,2024,PM 10,0,VA0000005117181619,W-L Construction & Paving Inc - Portable 81619,81619,Particulate Matter 10
13771,41292,2024,NOX,1.9441612,VA0000005102711612,Range Resources - Pine Mtn Inc - Watkins - A,11612,Nitrogen Oxide
13772,41292,2024,VOC,0.3326978,VA0000005102711612,Range Resources - Pine Mtn Inc - Watkins - A,11612,Volatile Organic Compounds
13773,41292,2024,CO,1.5802776,VA0000005102711612,Range Resources - Pine Mtn Inc - Watkins - A,11612,Carbon Monoxide
13774,41299,2024,PERC,1.084,VA0000005159000156,Southside Cleaners,32079,Tetrachloroethylene (Perchloroethylene)
13775,41300,2024,PERC,0.304875,VA0000005111700070,Towne and Country Cleaners,32080,Tetrachloroethylene (Perchloroethylene)
13776,41309,2024,NOX,0,VA0000005119511613,Vecellio & Grogan Inc,11613,Nitrogen Oxide
13777,41309,2024,PM,0,VA0000005119511613,Vecellio & Grogan Inc,11613,Particulate Matter
13778,41309,2024,VOC,0,VA0000005119511613,Vecellio & Grogan Inc,11613,Volatile Organic Compounds
13779,41309,2024,SO2,0,VA0000005119511613,Vecellio & Grogan Inc,11613,Sulfur Dioxide
13780,41309,2024,CO,0,VA0000005119511613,Vecellio & Grogan Inc,11613,Carbon Monoxide
13781,41309,2024,PM 10,0,VA0000005119511613,Vecellio & Grogan Inc,11613,Particulate Matter 10
13782,41322,2024,NOX,0,VA0000005115373722,Prince William Concrete Recyclers Incorporated,73722,Nitrogen Oxide
13783,41322,2024,PM,0,VA0000005115373722,Prince William Concrete Recyclers Incorporated,73722,Particulate Matter
13784,41322,2024,VOC,0,VA0000005115373722,Prince William Concrete Recyclers Incorporated,73722,Volatile Organic Compounds
13785,41322,2024,SO2,0,VA0000005115373722,Prince William Concrete Recyclers Incorporated,73722,Sulfur Dioxide
13786,41322,2024,CO,0,VA0000005115373722,Prince William Concrete Recyclers Incorporated,73722,Carbon Monoxide
13787,41322,2024,PM 10,0,VA0000005115373722,Prince William Concrete Recyclers Incorporated,73722,Particulate Matter 10
13788,41330,2024,NOX,0,VA0000005115373724,Windy Ridge Excavating LLC,73724,Nitrogen Oxide
13789,41330,2024,PM,0,VA0000005115373724,Windy Ridge Excavating LLC,73724,Particulate Matter
13790,41330,2024,VOC,0,VA0000005115373724,Windy Ridge Excavating LLC,73724,Volatile Organic Compounds
13791,41330,2024,SO2,0,VA0000005115373724,Windy Ridge Excavating LLC,73724,Sulfur Dioxide
13792,41330,2024,CO,0,VA0000005115373724,Windy Ridge Excavating LLC,73724,Carbon Monoxide
13793,41330,2024,PM 10,0,VA0000005115373724,Windy Ridge Excavating LLC,73724,Particulate Matter 10
13794,41331,2024,PERC,0.813,VA0000005101900076,M & M Cleaners - 21488,21488,Tetrachloroethylene (Perchloroethylene)
13795,41338,2024,NOX,0.00158,VA0000005108300065,Link Farm,32083,Nitrogen Oxide
13796,41338,2024,PM,0.001715,VA0000005108300065,Link Farm,32083,Particulate Matter
13797,41338,2024,SO2,0.001615,VA0000005108300065,Link Farm,32083,Sulfur Dioxide
13798,41338,2024,CO,0.0001495,VA0000005108300065,Link Farm,32083,Carbon Monoxide
13799,41338,2024,PM 10,0.001715,VA0000005108300065,Link Farm,32083,Particulate Matter 10
13800,41338,2024,HCL,0.001075,VA0000005108300065,Link Farm,32083,Hydrochloric acid (hydrogen chloride [gas only])
13801,41339,2024,NOX,0.009,VA0000005106500028,"Zion Crossroads Recycling Park, Inc. (dba van der Linde Recycling)",81621,Nitrogen Oxide
13802,41339,2024,PM,0.58528475,VA0000005106500028,"Zion Crossroads Recycling Park, Inc. (dba van der Linde Recycling)",81621,Particulate Matter
13803,41339,2024,VOC,0,VA0000005106500028,"Zion Crossroads Recycling Park, Inc. (dba van der Linde Recycling)",81621,Volatile Organic Compounds
13804,41339,2024,SO2,0.0329985,VA0000005106500028,"Zion Crossroads Recycling Park, Inc. (dba van der Linde Recycling)",81621,Sulfur Dioxide
13805,41339,2024,CO,0.00300015,VA0000005106500028,"Zion Crossroads Recycling Park, Inc. (dba van der Linde Recycling)",81621,Carbon Monoxide
13806,41339,2024,PB,0.00599985,VA0000005106500028,"Zion Crossroads Recycling Park, Inc. (dba van der Linde Recycling)",81621,Lead
13807,41339,2024,PM 10,0.48860925,VA0000005106500028,"Zion Crossroads Recycling Park, Inc. (dba van der Linde Recycling)",81621,Particulate Matter 10
13808,41339,2024,PM 2.5,0.041625,VA0000005106500028,"Zion Crossroads Recycling Park, Inc. (dba van der Linde Recycling)",81621,Particulate Matter 2.5
13809,41343,2024,NOX,0.1799,VA0000005101300833,Verizon Plaza 1 and 2,73726,Nitrogen Oxide
13810,41343,2024,VOC,0.00168,VA0000005101300833,Verizon Plaza 1 and 2,73726,Volatile Organic Compounds
13811,41343,2024,SO2,5.95e-05,VA0000005101300833,Verizon Plaza 1 and 2,73726,Sulfur Dioxide
13812,41343,2024,CO,0.008295,VA0000005101300833,Verizon Plaza 1 and 2,73726,Carbon Monoxide
13813,41343,2024,PM 10,0.00105,VA0000005101300833,Verizon Plaza 1 and 2,73726,Particulate Matter 10
13814,41354,2024,NOX,0.22425,VA0000005105901006,McConnell Public Safety and Trans Oper Ctr MTSTOC,73730,Nitrogen Oxide
13815,41354,2024,VOC,0.0045,VA0000005105901006,McConnell Public Safety and Trans Oper Ctr MTSTOC,73730,Volatile Organic Compounds
13816,41354,2024,SO2,0.001,VA0000005105901006,McConnell Public Safety and Trans Oper Ctr MTSTOC,73730,Sulfur Dioxide
13817,41354,2024,CO,0.027,VA0000005105901006,McConnell Public Safety and Trans Oper Ctr MTSTOC,73730,Carbon Monoxide
13818,41354,2024,PM 10,0.006125,VA0000005105901006,McConnell Public Safety and Trans Oper Ctr MTSTOC,73730,Particulate Matter 10
13819,41361,2024,NOX,0.56025,VA0000005105901007,Dominion-Fort Belvoir Privatization,73732,Nitrogen Oxide
13820,41361,2024,VOC,0.0185,VA0000005105901007,Dominion-Fort Belvoir Privatization,73732,Volatile Organic Compounds
13821,41361,2024,SO2,0.001,VA0000005105901007,Dominion-Fort Belvoir Privatization,73732,Sulfur Dioxide
13822,41361,2024,CO,0.1295,VA0000005105901007,Dominion-Fort Belvoir Privatization,73732,Carbon Monoxide
13823,41361,2024,PM 10,0.04,VA0000005105901007,Dominion-Fort Belvoir Privatization,73732,Particulate Matter 10
13824,41361,2024,PM 2.5,0.04,VA0000005105901007,Dominion-Fort Belvoir Privatization,73732,Particulate Matter 2.5
13825,41371,2024,NOX,0.1186875,VA0000005109500051,Bucktrout of Williamsburg Funeral Home LLC,61556,Nitrogen Oxide
13826,41371,2024,SO2,0.0343125,VA0000005109500051,Bucktrout of Williamsburg Funeral Home LLC,61556,Sulfur Dioxide
13827,41371,2024,PM 10,0.043125,VA0000005109500051,Bucktrout of Williamsburg Funeral Home LLC,61556,Particulate Matter 10
13828,41381,2024,PM 10,6.7014e-05,VA0000005119100195,Cardinal CG Abingdon,11617,Particulate Matter 10
13829,41400,2024,PM 10,0.0688677038,VA0000005116711619,Mountain Fuels Inc - GOBCO# 8,11619,Particulate Matter 10
13830,41406,2024,PM 10,0,VA0000005102711621,Ultra Pipeline LLC,11621,Particulate Matter 10
13831,41409,2024,NOX,0.0326808,VA0000005104700066,Blue Ridge Animal Hospital,41072,Nitrogen Oxide
13832,41409,2024,SO2,0.0057672,VA0000005104700066,Blue Ridge Animal Hospital,41072,Sulfur Dioxide
13833,41409,2024,CO,0.002508732,VA0000005104700066,Blue Ridge Animal Hospital,41072,Carbon Monoxide
13834,41409,2024,PM 10,0.0045232871,VA0000005104700066,Blue Ridge Animal Hospital,41072,Particulate Matter 10
13835,41419,2024,PM 10,0,VA0000005116711624,Mountain Fuels Inc RB002,11624,Particulate Matter 10
13836,41425,2024,NOX,1.836786,VA0000005181000135,Sentara - Princess Anne Hospital,61559,Nitrogen Oxide
13837,41425,2024,PM,0.24226,VA0000005181000135,Sentara - Princess Anne Hospital,61559,Particulate Matter
13838,41425,2024,VOC,0.155897,VA0000005181000135,Sentara - Princess Anne Hospital,61559,Volatile Organic Compounds
13839,41425,2024,SO2,0.01927512,VA0000005181000135,Sentara - Princess Anne Hospital,61559,Sulfur Dioxide
13840,41425,2024,CO,1.224715,VA0000005181000135,Sentara - Princess Anne Hospital,61559,Carbon Monoxide
13841,41425,2024,PM 10,0.31714,VA0000005181000135,Sentara - Princess Anne Hospital,61559,Particulate Matter 10
13842,41426,2024,PM 10,0,VA0000005116711626,C & S Excavating Inc,11626,Particulate Matter 10
13843,41432,2024,NOX,0.092396895,VA0000005112100097,Horne Funeral Service Incorporated,21490,Nitrogen Oxide
13844,41432,2024,PM,0.00055452,VA0000005112100097,Horne Funeral Service Incorporated,21490,Particulate Matter
13845,41432,2024,VOC,0.0001850711,VA0000005112100097,Horne Funeral Service Incorporated,21490,Volatile Organic Compounds
13846,41432,2024,SO2,0.0129411105,VA0000005112100097,Horne Funeral Service Incorporated,21490,Sulfur Dioxide
13847,41432,2024,CO,0.000369449,VA0000005112100097,Horne Funeral Service Incorporated,21490,Carbon Monoxide
13848,41432,2024,PM 10,0.00055452,VA0000005112100097,Horne Funeral Service Incorporated,21490,Particulate Matter 10
13849,41432,2024,PM 2.5,0.00055452,VA0000005112100097,Horne Funeral Service Incorporated,21490,Particulate Matter 2.5
13850,41432,2024,HCL,0.0166356,VA0000005112100097,Horne Funeral Service Incorporated,21490,Hydrochloric acid (hydrogen chloride [gas only])
13851,41471,2024,PERC,0,VA0000005109900022,301 Cleaners,73739,Tetrachloroethylene (Perchloroethylene)
13852,41474,2024,PERC,0.4065,VA0000005170000139,Nams Cleaners - Newport News,61563,Tetrachloroethylene (Perchloroethylene)
13853,41486,2024,NOX,0,VA0000005119511631,Howard Concrete Pumping Co Inc,11631,Nitrogen Oxide
13854,41486,2024,VOC,0,VA0000005119511631,Howard Concrete Pumping Co Inc,11631,Volatile Organic Compounds
13855,41486,2024,CO,0,VA0000005119511631,Howard Concrete Pumping Co Inc,11631,Carbon Monoxide
13856,41486,2024,PM 10,0,VA0000005119511631,Howard Concrete Pumping Co Inc,11631,Particulate Matter 10
13857,41488,2024,PM,2.226053325,VA0000005171000290,Luck Stone Corporation - Berkley Plant,61564,Particulate Matter
13858,41488,2024,PM 10,1.0668348275,VA0000005171000290,Luck Stone Corporation - Berkley Plant,61564,Particulate Matter 10
13859,41493,2024,NOX,0.00195,VA0000005117100102,Bobby Dysart's Custom Meat Cutting,81628,Nitrogen Oxide
13860,41493,2024,PM,1.209e-06,VA0000005117100102,Bobby Dysart's Custom Meat Cutting,81628,Particulate Matter
13861,41493,2024,VOC,0.00195,VA0000005117100102,Bobby Dysart's Custom Meat Cutting,81628,Volatile Organic Compounds
13862,41493,2024,SO2,0.001625,VA0000005117100102,Bobby Dysart's Custom Meat Cutting,81628,Sulfur Dioxide
13863,41493,2024,CO,6.039e-07,VA0000005117100102,Bobby Dysart's Custom Meat Cutting,81628,Carbon Monoxide
13864,41493,2024,PM 10,1.209e-06,VA0000005117100102,Bobby Dysart's Custom Meat Cutting,81628,Particulate Matter 10
13865,41502,2024,NOX,0,VA0000005102552277,RMS Gravel Inc - Portable 52277,52277,Nitrogen Oxide
13866,41502,2024,PM,0,VA0000005102552277,RMS Gravel Inc - Portable 52277,52277,Particulate Matter
13867,41502,2024,VOC,0,VA0000005102552277,RMS Gravel Inc - Portable 52277,52277,Volatile Organic Compounds
13868,41502,2024,SO2,0,VA0000005102552277,RMS Gravel Inc - Portable 52277,52277,Sulfur Dioxide
13869,41502,2024,CO,0,VA0000005102552277,RMS Gravel Inc - Portable 52277,52277,Carbon Monoxide
13870,41502,2024,PM 10,0,VA0000005102552277,RMS Gravel Inc - Portable 52277,52277,Particulate Matter 10
13871,41509,2024,PM 10,0,VA0000005116711632,Jewel Resources Corp - Harold Keene Coal Co,11632,Particulate Matter 10
13872,41514,2024,NOX,0,VA0000005103700028,Piedmont Asphalt LLC - 32087,32087,Nitrogen Oxide
13873,41514,2024,PM,0,VA0000005103700028,Piedmont Asphalt LLC - 32087,32087,Particulate Matter
13874,41514,2024,VOC,0,VA0000005103700028,Piedmont Asphalt LLC - 32087,32087,Volatile Organic Compounds
13875,41514,2024,SO2,0,VA0000005103700028,Piedmont Asphalt LLC - 32087,32087,Sulfur Dioxide
13876,41514,2024,CO,0,VA0000005103700028,Piedmont Asphalt LLC - 32087,32087,Carbon Monoxide
13877,41514,2024,PM 10,0,VA0000005103700028,Piedmont Asphalt LLC - 32087,32087,Particulate Matter 10
13878,41514,2024,FORM,0,VA0000005103700028,Piedmont Asphalt LLC - 32087,32087,Formaldehyde
13879,41515,2024,NOX,1.691,VA0000005106900145,Southeastern Container Inc,81631,Nitrogen Oxide
13880,41515,2024,PM,1.985238765,VA0000005106900145,Southeastern Container Inc,81631,Particulate Matter
13881,41515,2024,VOC,2.244000807,VA0000005106900145,Southeastern Container Inc,81631,Volatile Organic Compounds
13882,41515,2024,SO2,0.010146,VA0000005106900145,Southeastern Container Inc,81631,Sulfur Dioxide
13883,41515,2024,CO,1.42044,VA0000005106900145,Southeastern Container Inc,81631,Carbon Monoxide
13884,41515,2024,PM 10,1.985238765,VA0000005106900145,Southeastern Container Inc,81631,Particulate Matter 10
13885,41517,2024,PM,0,VA0000005102500036,SJB Farms,52280,Particulate Matter
13886,41517,2024,CO,0,VA0000005102500036,SJB Farms,52280,Carbon Monoxide
13887,41517,2024,PM 10,0,VA0000005102500036,SJB Farms,52280,Particulate Matter 10
13888,41518,2024,NOX,0.051,VA0000005177000272,Oakeys Pet Funeral Home and Crematory,21495,Nitrogen Oxide
13889,41518,2024,PM,0.119,VA0000005177000272,Oakeys Pet Funeral Home and Crematory,21495,Particulate Matter
13890,41518,2024,VOC,0.051,VA0000005177000272,Oakeys Pet Funeral Home and Crematory,21495,Volatile Organic Compounds
13891,41518,2024,SO2,0.0425,VA0000005177000272,Oakeys Pet Funeral Home and Crematory,21495,Sulfur Dioxide
13892,41518,2024,CO,0.17,VA0000005177000272,Oakeys Pet Funeral Home and Crematory,21495,Carbon Monoxide
13893,41518,2024,PM 10,0.0799,VA0000005177000272,Oakeys Pet Funeral Home and Crematory,21495,Particulate Matter 10
13894,41518,2024,PM 2.5,0.0799,VA0000005177000272,Oakeys Pet Funeral Home and Crematory,21495,Particulate Matter 2.5
13895,41518,2024,HCL,0.17,VA0000005177000272,Oakeys Pet Funeral Home and Crematory,21495,Hydrochloric acid (hydrogen chloride [gas only])
13896,41520,2024,NOX,5.854046,VA0000005110701009,"Zayo Group, LLC",73743,Nitrogen Oxide
13897,41520,2024,VOC,0.117837,VA0000005110701009,"Zayo Group, LLC",73743,Volatile Organic Compounds
13898,41520,2024,SO2,0.00562105,VA0000005110701009,"Zayo Group, LLC",73743,Sulfur Dioxide
13899,41520,2024,CO,0.9479845,VA0000005110701009,"Zayo Group, LLC",73743,Carbon Monoxide
13900,41520,2024,PM 10,0.0931555,VA0000005110701009,"Zayo Group, LLC",73743,Particulate Matter 10
13901,41520,2024,PM 2.5,0.0931555,VA0000005110701009,"Zayo Group, LLC",73743,Particulate Matter 2.5
13902,41521,2024,NOX,0.2919,VA0000005105901011,Dogue Creek Pumping Station,73744,Nitrogen Oxide
